ds,yhat,yhat_lower,yhat_upper
2023-07-31,96.40072596560609,-85.07161730399203,291.43340266220775
2023-08-31,82.66188871620666,-104.22059399252343,274.2342518922992
2023-09-30,109.97077462647198,-89.08395153633023,288.31974021762267
2023-10-31,156.5749432004503,-40.492322027263434,353.0279399536184
2023-11-30,158.4602663580112,-22.659311369506884,354.9589214004109
2023-12-31,185.01826858218607,-4.153679834586284,369.9530717660411
2024-01-31,290.9712881472835,100.08369104624326,478.8151287581753
2024-02-29,121.0526587130761,-71.32561546696952,311.17196125754106
2024-03-31,177.69891563537007,-21.624704461668504,385.7498400885985
2024-04-30,148.1032220610997,-45.69406604177597,347.38989273826525
2024-05-31,151.4092448698623,-26.979008937730374,354.4275452686123
2024-06-30,146.67269071847718,-44.3941587056343,334.3684704794412
2024-07-31,102.58415547535063,-86.11495099911672,295.5705931401823
2024-08-31,105.98715399709928,-98.12317389444226,300.88310055410807
2024-09-30,83.57906257613189,-111.01622669603493,273.8421545734502
2024-10-31,162.92838917032776,-36.08009742508649,350.2792855185884
2024-11-30,104.25815113571929,-85.2905740365716,315.0403574743122
2024-12-31,148.54514553840966,-48.73760023582843,340.94477939149436
2025-01-31,239.27046710628963,41.295619699388844,427.9260567228029
2025-02-28,81.17988917380012,-90.57766093917643,272.160215984464
2025-03-31,150.07983304856472,-29.1632238251388,341.8057178896183
2025-04-30,147.51830092978173,-54.58722923114199,328.8624248578211
2025-05-31,118.27399507164459,-80.33220531044459,301.96438749735483
2025-06-30,154.6086547744275,-60.21092872139735,351.4306638513891
2025-07-31,75.63550145722792,-121.20160728264042,272.11681446570407
2025-08-31,72.76695091701134,-101.08931457259227,268.6499270200123
2025-09-30,66.74834869156072,-124.4669603509296,272.3248658754156
2025-10-31,135.12254067849878,-66.43257047717779,337.92092350600296
2025-11-30,96.63249101048626,-84.95566432734917,280.24360657787946
2025-12-31,135.330032475194,-62.88350122039926,334.12845605824924
2026-01-31,231.53153419403566,33.9262835228655,435.56010464043055
2026-02-28,41.19385933172414,-145.97465543046536,246.37703988397536
2026-03-31,122.95017669688268,-73.90357284610704,316.2168511530539
2026-04-30,147.046685360303,-45.04924171377162,338.3299758634801
2026-05-31,85.27737621555328,-112.86232276384072,289.12460311295416
2026-06-30,162.4268442129224,-32.36653657180022,347.2203157066652
2026-07-31,48.12087589310363,-166.58046834623812,232.90036859350494
2026-08-31,39.5344852803027,-147.56821272697258,225.38635567721622
2026-09-30,50.09329866361988,-145.0113808651108,238.15130106150434
2026-10-31,107.55153048625974,-78.84195698115857,312.81342213997254
2026-11-30,89.25370292193742,-104.80497351478128,285.96958957595103
2026-12-31,122.04145975154556,-64.29321079644457,307.00140968078745
